collision_index,vehicle_reference,vehicle_type,age_of_driver,age_of_vehicle
C202605434,2,11,32,16
C202605434,3,9,31,-1
C202605435,1,9,61,5
C202605435,2,9,41,16
C202605436,1,9,30,19
C202605436,2,19,57,6
C202605437,1,3,35,2
C202605437,2,9,62,11
C202605438,1,3,36,23
C202605438,2,11,19,10
C202605438,3,9,41,18
C202605438,4,5,37,5
C202605439,1,9,51,2
C202605439,2,19,51,21
C202605440,1,9,81,16
C202605440,2,5,78,19
C202605441,1,1,63,3
C202605441,2,11,42,12
C202605442,1,9,84,6
C202605442,2,11,-1,2
C202605443,1,11,17,3
C202605443,2,5,35,21
C202605444,1,9,29,1
C202605445,1,5,37,16
C202605446,1,9,42,16
C202605446,2,9,79,4
C202605447,1,9,69,20
C202605447,2,19,59,12
C202605448,1,9,73,0
C202605449,1,11,31,13
C202605449,2,9,-1,12
C202605450,1,3,49,6
C202605450,2,19,54,24
C202605451,1,3,35,17
C202605451,2,9,53,8
C202605452,1,9,64,11
C202605452,2,9,73,3
C202605453,1,9,50,1
C202605453,2,9,70,10
C202605454,1,9,18,19
C202605454,2,11,75,1
C202605454,3,9,19,3
C202605454,4,9,43,22
C202605455,1,9,34,5
C202605455,2,9,51,17
C202605456,1,9,30,15
C202605456,2,9,29,12
C202605457,1,9,54,1
C202605457,2,5,30,3
C202605457,3,9,43,20
C202605458,1,9,82,24
C202605459,1,11,22,10
C202605459,2,9,77,13
C202605460,1,11,84,14
C202605461,1,9,46,8
C202605461,2,3,28,16
C202605462,1,1,40,-1
C202605462,2,9,25,23
C202605463,1,9,51,4
C202605463,2,9,47,5
C202605464,1,3,41,0
C202605464,2,3,82,-1
C202605465,1,9,50,5
C202605465,2,1,58,24
C202605466,1,5,58,20
C202605466,2,9,22,9
C202605467,1,9,-1,11
C202605467,2,9,57,21
C202605468,1,9,69,0
C202605468,2,3,61,11
C202605469,1,11,20,16
C202605469,2,9,44,14
C202605470,1,9,69,-1
C202605471,1,11,39,16
C202605471,2,9,17,20
C202605472,1,9,32,6
C202605472,2,3,50,12
C202605473,1,3,53,7
C202605474,1,11,43,-1
C202605475,1,9,67,17
C202605475,2,9,33,-1
C202605476,1,9,29,-1
C202605476,2,9,34,20
C202605477,1,3,18,20
C202605477,2,11,21,19
C202605478,1,9,39,23
C202605478,2,19,69,23
C202605479,1,3,71,21
C202605479,2,3,53,8
C202605480,1,9,26,23
C202605480,2,9,59,20
C202605481,1,9,25,0
C202605481,2,9,73,16
C202605482,1,9,29,7
C202605482,2,11,35,0
C202605483,1,3,76,20
C202605483,2,3,73,14
C202605484,1,19,52,4
C202605485,1,9,65,23
C202605485,2,3,64,5
C202605486,1,1,71,4
C202605486,2,9,25,-1
C202605487,1,9,71,7
C202605487,2,11,30,4
C202605488,1,1,67,10
C202605488,2,9,-1,18
C202605489,1,9,18,24
C202605489,2,9,19,9
C202605490,1,9,77,1
C202605491,1,3,72,13
C202605492,1,9,78,17
C202605492,2,9,52,10
C202605492,3,9,81,5
C202605492,4,3,41,21
C202605493,1,11,72,-1
C202605494,1,9,20,7
C202605495,1,9,78,6
C202605495,2,5,22,2
C202605495,3,9,35,14
C202605495,4,9,52,15
C202605496,1,9,18,4
C202605497,1,9,39,16
C202605497,2,9,70,2
C202605498,1,19,80,11
C202605499,1,9,46,4
C202605499,2,9,67,3
C202605500,1,11,60,2
C202605500,2,19,69,23
C202605501,1,5,75,17
C202605502,1,19,60,2
C202605502,2,3,53,5
C202605503,1,9,60,19
C202605504,1,11,31,21
C202605505,1,5,76,17
C202605505,2,3,51,8
C202605506,1,9,29,24
C202605506,2,9,63,4
C202605507,1,9,45,13
C202605507,2,9,31,11
C202605508,1,9,41,7
C202605508,2,9,25,4
C202605509,1,19,81,0
C202605509,2,5,21,19
C202605510,1,9,57,4
C202605510,2,9,33,19
C202605510,3,3,42,8
C202605511,1,9,56,5
C202605512,1,9,60,11
C202605513,1,11,52,22
C202605513,2,9,76,2
C202605514,1,9,42,9
C202605514,2,5,82,6
C202605515,1,5,44,20
C202605515,2,5,76,22
C202605516,1,9,56,22
C202605516,2,3,19,4
C202605517,1,9,70,10
C202605517,2,9,80,17
C202605517,3,9,41,12
C202605517,4,9,54,5
C202605518,1,9,37,8
C202605518,2,11,40,20
C202605519,1,9,73,15
C202605519,2,3,54,10
C202605520,1,3,76,21
C202605520,2,9,47,6
C202605520,3,1,45,-1
C202605520,4,9,62,23
C202605521,1,3,29,24
C202605521,2,9,44,15
C202605521,3,9,34,15
C202605521,4,11,29,9
C202605522,1,11,19,20
C202605522,2,9,52,10
C202605523,1,9,36,15
C202605523,2,9,18,-1
C202605523,3,9,80,11
C202605524,1,19,20,4
C202605524,2,9,-1,17
C202605525,1,19,51,12
C202605525,2,9,38,11
C202605526,1,11,18,17
C202605526,2,5,19,5
C202605527,1,9,71,6
C202605527,2,11,38,6
C202605527,3,11,-1,22
C202605527,4,9,-1,15
C202605528,1,5,78,14
C202605528,2,3,72,8
C202605529,1,9,30,2
C202605529,2,9,78,10
C202605530,1,9,63,6
C202605531,1,19,82,8
C202605531,2,5,56,21
C202605532,1,1,18,12
C202605532,2,3,62,24
C202605533,1,9,68,0
C202605534,1,9,21,11
C202605534,2,9,33,16
C202605535,1,11,17,16
C202605535,2,19,52,23
C202605536,1,3,37,-1
C202605536,2,9,44,7
C202605537,1,3,71,21
C202605537,2,9,61,22
C202605538,1,9,49,-1
C202605539,1,5,42,16
C202605539,2,1,61,19
C202605540,1,11,28,20
C202605540,2,9,64,7
C202605540,3,9,32,8
C202605540,4,11,60,0
C202605541,1,9,38,9
C202605542,1,9,44,11
C202605543,1,9,68,14
C202605544,1,5,71,5
C202605544,2,9,25,2
C202605544,3,9,76,13
C202605545,1,3,25,12
C202605545,2,11,27,19
C202605546,1,11,58,11
C202605547,1,9,19,12
C202605548,1,5,76,12
C202605549,1,9,76,4
C202605549,2,9,73,20
C202605550,1,5,72,11
C202605550,2,1,46,12
C202605551,1,9,-1,4
C202605551,2,9,55,18
C202605552,1,3,55,9
C202605552,2,19,81,1
C202605553,1,11,-1,3
C202605554,1,3,22,2
C202605555,1,9,84,15
C202605555,2,3,-1,9
C202605555,3,9,28,20
C202605556,1,9,23,9
C202605556,2,9,33,9
C202605556,3,11,74,6
C202605557,1,11,69,5
C202605557,2,9,65,15
C202605558,1,5,40,-1
C202605559,1,3,44,2
C202605559,2,9,-1,3
C202605560,1,9,-1,20
C202605561,1,1,41,7
C202605561,2,19,68,17
C202605562,1,19,66,15
C202605562,2,9,52,1
C202605563,1,5,83,18
C202605564,1,3,66,18
C202605565,1,11,84,6
C202605565,2,3,41,22
C202605566,1,9,71,-1
C202605566,2,9,39,16
C202605566,3,9,35,-1
C202605567,1,5,67,23
C202605568,1,9,48,14
C202605568,2,9,61,22
C202605569,1,5,36,13
C202605569,2,9,71,11
C202605570,1,9,60,12
C202605571,1,9,18,6
C202605572,1,9,37,8
C202605572,2,3,46,4
C202605572,3,9,66,18
C202605573,1,9,51,10
C202605573,2,9,22,10
C202605574,1,19,32,17
C202605575,1,9,67,20
C202605575,2,9,43,20
C202605576,1,9,18,7
C202605576,2,9,48,14
C202605576,3,19,44,3
C202605577,1,3,19,1
C202605577,2,9,84,2
C202605578,1,3,64,6
C202605578,2,9,41,20
C202605578,3,9,65,5
C202605579,1,9,69,10
C202605580,1,11,72,10
C202605581,1,9,33,10
C202605581,2,9,22,6
C202605581,3,9,74,23
C202605582,1,11,32,14
C202605582,2,9,44,3
C202605583,1,3,31,1
C202605584,1,11,69,22
C202605584,2,11,45,10
C202605585,1,11,65,6
C202605585,2,11,41,20
C202605586,1,9,81,-1
C202605587,1,11,26,21
C202605588,1,11,49,17
C202605588,2,9,73,23
C202605588,3,9,33,21
C202605589,1,19,55,17
C202605590,1,9,-1,7
C202605590,2,11,81,20
C202605591,1,3,41,24
C202605592,1,3,26,18
C202605592,2,19,33,19
C202605592,3,9,29,17
C202605593,1,9,34,6
C202605593,2,9,45,24
C202605593,3,9,48,10
C202605594,1,9,34,3
C202605594,2,9,82,16
C202605594,3,5,43,19
C202605594,4,11,66,10
C202605595,1,11,32,21
C202605595,2,19,75,3
C202605596,1,9,36,1
C202605596,2,1,24,10
C202605597,1,1,35,13
C202605598,1,9,42,-1
C202605598,2,9,39,6
C202605599,1,9,80,13
C202605600,1,9,39,22
C202605601,1,9,33,13
C202605601,2,5,74,3
C202605602,1,9,79,12
C202605602,2,9,38,24
C202605603,1,11,22,6
C202605603,2,11,72,15
C202605603,3,11,76,-1
C202605604,1,9,39,8
C202605604,2,9,-1,13
C202605604,3,3,28,12
C202605605,1,9,23,17
C202605605,2,9,18,12
C202605605,3,19,28,1
C202605606,1,1,19,23
C202605606,2,1,59,1
C202605606,3,9,-1,13
C202605607,1,9,72,17
C202605607,2,19,28,5
C202605608,1,5,33,5
C202605608,2,5,25,1
C202605609,1,19,70,3
C202605609,2,9,26,16
C202605609,3,9,21,-1
C202605609,4,9,46,20
C202605610,1,9,55,4
C202605610,2,9,75,7
C202605611,1,19,51,14
C202605611,2,9,64,9
C202605612,1,9,55,-1
C202605612,2,9,22,14
C202605612,3,9,63,21
C202605612,4,9,80,11
C202605613,1,9,27,-1
C202605613,2,9,76,22
C202605614,1,19,29,20
C202605614,2,11,73,10
C202605614,3,9,33,19
C202605615,1,19,58,9
C202605615,2,9,71,11
C202605616,1,11,30,19
C202605616,2,9,66,6
C202605617,1,5,47,20
C202605617,2,9,69,4
C202605617,3,9,74,4
C202605617,4,1,77,12
C202605618,1,9,45,11
C202605619,1,9,71,9
C202605620,1,3,40,18
C202605621,1,11,42,14
C202605622,1,3,39,7
C202605623,1,5,37,17
C202605623,2,9,37,1
C202605624,1,9,59,20
C202605624,2,9,37,7
C202605624,3,9,21,22
C202605625,1,9,67,24
C202605626,1,3,79,14
C202605626,2,19,76,19
C202605626,3,9,45,14
C202605627,1,9,23,10
C202605628,1,9,39,2
C202605628,2,9,72,8
C202605629,1,11,33,4
C202605629,2,9,25,20
C202605630,1,9,42,16
C202605630,2,9,39,24
C202605631,1,9,19,-1
C202605631,2,9,58,23
C202605631,3,19,73,3
C202605632,1,3,74,-1
C202605632,2,9,24,6
C202605633,1,9,18,10
C202605634,1,9,38,15
C202605635,1,9,60,13
C202605635,2,9,34,21
C202605636,1,11,67,17
C202605636,2,9,82,11
C202605637,1,9,53,24
C202605637,2,9,32,8
C202605638,1,9,18,14
C202605638,2,9,68,3
C202605638,3,9,63,3
C202605639,1,9,82,18
C202605639,2,9,26,14
C202605640,1,11,30,21
C202605640,2,9,65,3
C202605641,1,9,18,12
C202605642,1,9,19,4
C202605642,2,19,42,22
C202605643,1,9,70,18
C202605644,1,9,72,23
C202605645,1,9,23,24
C202605646,1,9,84,17
C202605646,2,9,70,7
C202605646,3,11,-1,22
C202605646,4,11,29,21
C202605647,1,9,34,13
C202605647,2,9,34,20
C202605648,1,1,63,1
C202605649,1,9,26,-1
C202605649,2,3,38,21
C202605650,1,9,48,8
C202605650,2,9,52,14
C202605651,1,9,39,6
C202605652,1,9,52,3
C202605652,2,9,50,8
C202605653,1,11,55,10
C202605653,2,19,36,7
C202605654,1,9,32,8
C202605654,2,9,56,22
C202605654,3,9,31,5
C202605655,1,5,31,22
C202605656,1,9,36,19
C202605656,2,9,33,13
C202605657,1,3,28,5
C202605658,1,9,42,7
C202605658,2,11,76,-1
C202605659,1,9,56,3
C202605659,2,9,58,23
C202605660,1,11,58,17
C202605660,2,9,28,21
C202605660,3,9,41,7
C202605661,1,11,48,3
C202605661,2,9,51,16
C202605662,1,9,37,19
C202605662,2,9,76,23
C202605663,1,9,78,13
C202605663,2,9,67,8
C202605663,3,5,17,10
C202605663,4,9,46,22
C202605664,1,9,65,2
C202605665,1,1,50,1
C202605666,1,19,62,6
C202605666,2,5,52,11
C202605667,1,1,27,24
C202605667,2,9,36,13
C202605668,1,9,35,11
C202605668,2,9,21,6
C202605669,1,11,48,3
C202605669,2,9,35,5
C202605670,1,9,54,14
C202605671,1,9,19,5
C202605671,2,9,38,10
C202605672,1,19,65,24
C202605672,2,19,22,-1
C202605673,1,3,79,24
C202605673,2,9,60,22
C202605673,3,3,76,20
C202605674,1,9,71,21
C202605674,2,3,20,-1
C202605675,1,11,48,18
C202605675,2,9,63,5
C202605676,1,11,68,3
C202605677,1,9,45,14
C202605677,2,9,-1,4
C202605678,1,9,77,19
C202605678,2,9,17,24
C202605679,1,9,56,18
C202605679,2,3,22,11
C202605680,1,9,61,9
C202605680,2,9,37,14
C202605681,1,11,82,4
C202605682,1,9,84,5
C202605682,2,19,56,6
C202605683,1,9,76,0
C202605683,2,5,61,6
C202605684,1,9,-1,0
C202605684,2,9,70,22
C202605684,3,1,59,24
C202605685,1,3,35,3
C202605686,1,9,33,11
C202605686,2,9,50,14
C202605687,1,19,55,14
C202605687,2,19,49,7
C202605688,1,9,56,13
C202605688,2,9,39,16
C202605689,1,3,44,23
C202605690,1,11,25,9
C202605690,2,9,-1,19
C202605690,3,9,61,21
C202605690,4,9,25,17
C202605691,1,11,23,17
C202605691,2,9,84,15
C202605691,3,9,69,4
C202605692,1,1,74,5
C202605692,2,9,79,12
C202605693,1,9,36,3
C202605694,1,11,36,16
C202605695,1,11,41,14
C202605695,2,9,38,4
C202605696,1,3,83,19
C202605696,2,9,80,12
C202605697,1,9,64,11
C202605697,2,3,18,3
C202605698,1,9,78,9
C202605698,2,3,69,15
C202605699,1,9,72,11
C202605699,2,11,35,21
C202605700,1,9,76,4
C202605700,2,9,38,21
C202605700,3,19,31,7
C202605701,1,9,39,9
C202605701,2,9,28,13
C202605702,1,5,77,13
C202605702,2,9,20,3
C202605703,1,5,60,0
C202605703,2,9,65,7
C202605704,1,5,49,1
C202605705,1,9,26,14
C202605705,2,9,64,7
C202605706,1,3,71,8
C202605706,2,9,45,19
C202605706,3,9,69,1
C202605706,4,19,19,15
C202605707,1,9,70,17
C202605707,2,9,45,5
C202605707,3,9,31,14
C202605708,1,3,65,13
C202605708,2,3,29,2
C202605709,1,11,33,9
C202605710,1,19,65,18
C202605710,2,19,21,14
C202605711,1,19,53,0
C202605711,2,11,82,-1
C202605712,1,1,18,20
C202605712,2,9,66,6
C202605713,1,19,42,11
C202605714,1,9,68,19
C202605714,2,9,34,-1
C202605714,3,11,53,1
C202605715,1,5,64,16
C202605716,1,9,38,4
C202605716,2,1,17,22
C202605716,3,9,22,17
C202605717,1,11,63,17
C202605717,2,3,57,11
C202605717,3,19,26,16
C202605718,1,3,72,20
C202605718,2,11,50,19
C202605719,1,9,73,22
C202605719,2,11,25,4
C202605719,3,9,27,3
C202605720,1,11,47,-1
C202605721,1,9,68,2
C202605721,2,9,62,1
C202605722,1,9,42,-1
C202605722,2,11,70,3
C202605723,1,9,49,24
C202605723,2,1,17,13
C202605723,3,19,30,14
C202605723,4,9,40,6
C202605724,1,5,57,14
C202605724,2,9,57,24
C202605725,1,9,53,15
C202605725,2,19,53,11
C202605725,3,9,27,15
C202605726,1,9,71,11
C202605726,2,9,64,16
C202605727,1,9,39,-1
C202605727,2,5,55,20
C202605728,1,11,48,8
C202605728,2,3,60,17
C202605728,3,9,49,2
C202605729,1,1,78,2
C202605729,2,11,75,21
C202605729,3,19,23,-1
C202605729,4,9,31,20
C202605730,1,9,51,18
C202605730,2,19,83,10
C202605730,3,1,69,10
C202605731,1,9,33,16
C202605732,1,9,39,-1
C202605732,2,9,29,0
C202605733,1,9,47,5
C202605733,2,9,35,-1
C202605734,1,9,72,12
C202605734,2,5,64,15
C202605735,1,9,51,14
C202605736,1,9,36,22
C202605736,2,1,64,5
C202605737,1,9,72,7
C202605738,1,11,81,21
C202605739,1,1,74,13
C202605739,2,9,-1,21
C202605740,1,1,54,1
C202605740,2,3,43,0
C202605741,1,9,45,6
C202605741,2,9,59,8
C202605741,3,1,30,-1
C202605742,1,9,61,12
C202605742,2,11,37,3
C202605742,3,11,31,13
C202605742,4,3,71,15
C202605743,1,11,31,8
C202605743,2,9,20,8
C202605744,1,11,71,22
C202605744,2,9,35,17
C202605745,1,1,59,8
C202605745,2,9,64,5
C202605746,1,3,40,13
C202605747,1,9,36,24
C202605747,2,3,59,8
C202605748,1,9,53,6
C202605748,2,9,22,7
C202605749,1,9,64,11
C202605750,1,19,31,14
C202605751,1,5,77,12
C202605752,1,11,63,10
C202605752,2,9,22,0
C202605752,3,9,82,0
C202605753,1,9,22,13
C202605753,2,9,50,14
C202605754,1,9,57,1
C202605754,2,9,28,6
C202605755,1,9,41,5
C202605755,2,3,44,7
C202605756,1,11,36,6
C202605757,1,5,43,4
C202605757,2,9,58,18
C202605757,3,11,56,3
C202605757,4,9,-1,4
C202605758,1,9,63,3
C202605759,1,3,24,15
C202605759,2,9,27,17
C202605760,1,3,25,7
C202605760,2,9,17,-1
C202605761,1,19,55,24
C202605761,2,9,25,14
C202605762,1,9,43,3
C202605762,2,9,84,19
C202605762,3,9,18,2
C202605762,4,5,20,2
C202605763,1,9,25,-1
C202605763,2,3,76,-1
C202605763,3,9,46,5
C202605763,4,9,60,14
C202605764,1,9,48,-1
C202605765,1,9,73,7
C202605765,2,9,29,1
C202605766,1,9,38,19
C202605767,1,1,17,9
C202605767,2,9,71,21
C202605768,1,9,81,4
C202605768,2,9,29,13
C202605769,1,3,29,4
C202605769,2,9,55,2
C202605770,1,9,83,9
C202605770,2,9,37,20
C202605770,3,11,18,7
C202605771,1,11,34,8
C202605771,2,9,37,21
C202605772,1,9,28,8
C202605772,2,9,79,10
C202605773,1,9,19,2
C202605773,2,9,33,16
C202605773,3,19,50,19
C202605773,4,5,60,-1
C202605774,1,19,26,9
C202605774,2,9,64,16
C202605775,1,9,33,21
C202605775,2,11,73,9
C202605775,3,9,63,8
C202605775,4,9,49,23
C202605776,1,9,34,16
C202605776,2,9,23,17
C202605777,1,9,23,-1
C202605777,2,9,57,-1
C202605778,1,9,22,4
C202605779,1,19,61,24
C202605780,1,1,-1,4
C202605780,2,9,30,6
C202605781,1,9,81,-1
C202605782,1,9,83,22
C202605782,2,9,68,21
C202605783,1,9,23,8
C202605783,2,9,79,8
C202605784,1,19,69,19
C202605785,1,9,66,-1
C202605785,2,19,50,0
C202605786,1,1,29,3
C202605787,1,1,83,22
C202605787,2,9,82,18
C202605788,1,9,29,19
C202605788,2,19,28,11
C202605789,1,9,78,23
C202605790,1,9,20,23
C202605790,2,9,41,23
C202605791,1,3,65,6
C202605791,2,11,70,12
C202605791,3,5,30,22
C202605791,4,11,34,4
C202605792,1,3,44,8
C202605792,2,11,41,13
C202605792,3,9,73,23
C202605793,1,9,28,18
C202605793,2,3,55,10
C202605794,1,3,28,11
C202605795,1,9,60,0
C202605795,2,9,51,21
C202605796,1,11,61,1
C202605796,2,9,57,22
C202605797,1,9,42,-1
C202605797,2,5,44,18
C202605797,3,11,58,3
C202605798,1,9,27,22
C202605799,1,3,66,13
C202605800,1,9,47,21
C202605801,1,19,74,22
C202605801,2,19,31,17
C202605802,1,9,83,-1
C202605803,1,9,53,8
C202605804,1,9,84,8
C202605805,1,5,23,17
C202605805,2,9,63,17
C202605806,1,9,19,14
C202605806,2,9,77,-1
C202605807,1,9,45,6
C202605807,2,3,41,18
C202605808,1,9,37,10
C202605808,2,9,82,14
C202605809,1,9,74,21
C202605809,2,19,71,15
C202605809,3,9,59,17
C202605810,1,9,32,7
C202605811,1,9,80,22
C202605812,1,11,62,1
C202605813,1,3,27,21
C202605813,2,9,24,16
C202605814,1,9,17,14
C202605815,1,9,65,16
C202605815,2,3,49,20
C202605816,1,9,-1,5
C202605816,2,9,33,17
C202605817,1,9,53,4
C202605817,2,19,-1,8
C202605818,1,9,21,-1
C202605819,1,19,47,8
C202605819,2,9,34,13
C202605820,1,11,-1,-1
C202605821,1,9,42,11
C202605821,2,1,34,-1
C202605822,1,9,53,7
C202605823,1,3,20,1
C202605824,1,11,76,16
C202605824,2,9,73,2
C202605825,1,9,25,11
C202605826,1,9,18,14
C202605826,2,9,68,4
C202605827,1,11,19,19
C202605828,1,9,67,15
C202605829,1,9,62,18
C202605829,2,5,18,8
C202605830,1,9,36,7
C202605831,1,9,42,2
C202605832,1,9,34,24
C202605832,2,11,78,-1
C202605833,1,9,29,22
C202605833,2,9,51,5
C202605834,1,11,80,3
C202605835,1,9,-1,18
C202605835,2,9,48,1
C202605835,3,19,25,2
C202605835,4,19,21,8
C202605836,1,9,63,10
C202605836,2,9,20,10
C202605837,1,3,47,0
C202605837,2,11,69,17
C202605838,1,9,83,7
C202605839,1,19,65,16
C202605839,2,11,68,14
C202605840,1,9,84,18
C202605841,1,9,50,24
C202605842,1,19,63,24
C202605842,2,9,82,1
C202605842,3,9,50,10
C202605843,1,9,44,4
C202605843,2,3,61,-1
C202605843,3,19,22,1
C202605844,1,9,82,18
C202605844,2,3,57,6
C202605845,1,11,49,23
C202605845,2,11,48,5
C202605846,1,9,43,2
C202605846,2,9,-1,4
C202605847,1,19,80,21
C202605847,2,9,68,23
C202605848,1,9,74,5
C202605848,2,11,82,2
C202605848,3,1,56,6
C202605849,1,1,62,6
C202605849,2,9,55,2
C202605849,3,9,80,5
C202605849,4,9,67,-1
C202605850,1,9,54,6
C202605850,2,19,50,15
C202605851,1,9,25,1
C202605851,2,9,42,15
C202605851,3,9,51,0
C202605851,4,9,63,13
C202605852,1,3,71,19
C202605853,1,1,47,12
C202605854,1,9,58,21
C202605854,2,9,68,2
C202605854,3,9,64,9
C202605855,1,9,68,13
C202605855,2,19,52,19
C202605856,1,9,54,12
C202605856,2,9,22,24
C202605857,1,9,50,17
C202605858,1,9,51,15
C202605858,2,9,29,24
C202605859,1,11,78,4
C202605860,1,5,82,4
C202605861,1,9,72,19
C202605862,1,19,56,10
C202605862,2,9,43,13
C202605863,1,19,45,10
C202605863,2,5,37,20
C202605864,1,9,27,5
C202605864,2,3,25,9
C202605865,1,5,81,13
C202605865,2,19,79,13
C202605866,1,9,45,1
C202605866,2,9,21,15
C202605867,1,9,19,17
C202605868,1,9,35,20
C202605868,2,9,33,1
C202605869,1,19,60,12
C202605869,2,5,-1,9
C202605870,1,19,33,18
C202605870,2,11,22,13
C202605871,1,9,35,4
C202605871,2,1,36,24
C202605872,1,9,77,11
C202605873,1,9,72,20
C202605874,1,9,34,7
C202605874,2,9,70,21
C202605874,3,11,79,21
C202605874,4,9,42,4
C202605875,1,9,40,18
C202605875,2,9,56,4
C202605876,1,9,42,21
C202605876,2,3,49,9
C202605876,3,9,68,22
C202605877,1,9,57,16
C202605877,2,19,58,12
C202605878,1,9,33,2
C202605878,2,5,77,3
C202605879,1,11,22,12
C202605879,2,3,36,8
C202605880,1,9,47,18
C202605880,2,9,43,19
C202605881,1,3,73,1
C202605881,2,11,62,7
C202605881,3,1,41,22
C202605882,1,9,81,22
C202605882,2,9,38,3
C202605883,1,9,35,-1
C202605884,1,9,66,19
C202605885,1,5,28,17
C202605885,2,9,81,14
C202605885,3,9,49,11
C202605886,1,9,45,10
C202605886,2,19,36,12
C202605887,1,19,58,7
C202605888,1,9,-1,13
C202605889,1,9,57,22
C202605890,1,9,69,2
C202605890,2,9,66,22
C202605891,1,19,-1,20
C202605891,2,9,84,20
C202605892,1,11,19,13
C202605892,2,11,61,23
C202605893,1,11,60,5
C202605894,1,1,54,4
C202605894,2,9,78,2
C202605895,1,9,27,10
C202605895,2,3,74,0
C202605896,1,5,72,10
C202605897,1,9,71,20
C202605897,2,9,37,21
C202605897,3,11,63,24
C202605898,1,9,50,21
C202605898,2,9,35,4
C202605898,3,19,31,6
C202605898,4,9,18,4
C202605899,1,5,30,10
C202605899,2,19,83,0
C202605900,1,11,67,-1
C202605900,2,19,42,3
C202605901,1,9,30,15
C202605902,1,3,75,12
C202605902,2,9,43,11
C202605903,1,1,71,1
C202605903,2,3,30,8
C202605904,1,11,34,16
C202605904,2,11,58,1
C202605905,1,5,81,7
C202605905,2,3,31,-1
C202605905,3,9,56,15
C202605906,1,11,-1,21
C202605907,1,9,26,11
C202605907,2,9,36,2
C202605907,3,3,52,23
C202605908,1,3,22,11
C202605909,1,9,25,6
C202605909,2,9,47,2
C202605909,3,19,81,9
C202605909,4,3,65,6
C202605910,1,19,59,0
C202605910,2,5,33,7
C202605911,1,9,39,11
C202605911,2,9,36,3
C202605912,1,9,25,7
C202605912,2,3,37,18
C202605913,1,11,43,5
C202605914,1,9,18,20
C202605914,2,5,76,7
C202605915,1,19,24,-1
C202605915,2,5,23,10
C202605916,1,1,64,9
C202605916,2,5,83,6
C202605916,3,9,69,22
C202605917,1,9,58,14
C202605918,1,3,79,14
C202605918,2,9,58,23
C202605918,3,9,45,24
C202605918,4,3,18,19
C202605919,1,19,27,20
C202605919,2,3,63,23
C202605919,3,9,71,17
C202605920,1,11,68,22
C202605920,2,9,83,19
C202605921,1,9,20,14
C202605922,1,9,18,6
C202605922,2,9,17,-1
C202605923,1,11,78,20
C202605924,1,9,33,20
C202605924,2,9,23,1
C202605925,1,9,30,-1
C202605925,2,11,73,11
C202605926,1,9,31,7
C202605926,2,19,52,7
C202605927,1,9,24,0
C202605928,1,9,58,16
C202605928,2,9,54,4
C202605928,3,1,51,16
C202605929,1,11,68,15
C202605929,2,9,54,1
C202605930,1,9,41,14
C202605930,2,19,33,13
C202605931,1,9,68,20
C202605931,2,9,66,20
C202605932,1,1,78,14
C202605932,2,9,54,8
C202605932,3,9,75,20
C202605932,4,9,45,12
C202605933,1,9,27,9
C202605933,2,19,72,15
C202605934,1,1,55,2
C202605934,2,5,67,17
C202605934,3,9,25,-1
C202605935,1,9,52,3
C202605936,1,9,80,6
C202605936,2,9,25,1
C202605937,1,9,51,-1
C202605938,1,9,30,22
C202605938,2,3,20,21
C202605939,1,3,71,12
C202605940,1,9,35,22
C202605940,2,1,81,13
C202605941,1,9,64,2
C202605941,2,3,59,12
C202605942,1,11,40,11
C202605942,2,9,30,7
C202605943,1,1,46,10
C202605943,2,9,52,24
C202605943,3,3,57,13
C202605944,1,19,-1,24
C202605944,2,5,44,3
C202605944,3,9,20,14
C202605945,1,9,57,17
C202605945,2,5,55,12
C202605946,1,9,60,14
C202605946,2,3,70,17
C202605947,1,9,67,7
C202605948,1,9,39,2
C202605948,2,19,30,4
C202605949,1,9,61,21
C202605950,1,9,30,24
C202605950,2,9,63,15
C202605950,3,9,73,23
C202605951,1,19,35,0
C202605952,1,9,76,16
C202605953,1,5,77,0
C202605953,2,11,44,7
C202605954,1,9,45,21
C202605954,2,11,64,20
C202605955,1,5,84,24
C202605955,2,5,66,22
C202605956,1,9,48,23
C202605956,2,9,44,13
C202605957,1,9,43,1
C202605958,1,5,75,21
C202605958,2,9,33,16
C202605959,1,9,63,13
C202605959,2,9,72,-1
C202605960,1,9,77,16
C202605960,2,3,66,12
C202605961,1,9,28,13
C202605962,1,19,32,16
C202605962,2,1,83,24
C202605963,1,19,21,23
C202605963,2,5,48,14
C202605964,1,9,31,22
C202605965,1,9,51,5
C202605966,1,9,-1,0
C202605967,1,9,43,20
C202605967,2,3,78,1
C202605968,1,9,52,6
C202605968,2,9,23,-1
C202605968,3,11,34,0
C202605968,4,9,24,1
C202605969,1,9,76,6
C202605969,2,9,78,2
C202605970,1,9,74,22
C202605970,2,9,26,12
C202605971,1,11,29,12
C202605972,1,5,50,3
C202605973,1,1,38,9
C202605973,2,9,50,20
C202605973,3,9,80,19
C202605973,4,9,46,22
C202605974,1,9,44,14
C202605975,1,3,19,11
C202605975,2,9,39,2
C202605975,3,19,24,5
C202605976,1,19,44,14
C202605977,1,9,40,18
C202605977,2,9,80,5
C202605978,1,9,58,10
C202605979,1,9,33,14
C202605980,1,9,33,17
C202605980,2,9,25,15
C202605981,1,19,47,23
C202605981,2,9,46,11
C202605982,1,9,64,16
