collision_index,longitude,latitude,date,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,urban_or_rural_area,area,num_casualties,severity_score
C202605322,-0.40046,51.42713,01/06/2026,21:14,6,70,6,4,0,1,1,1,0,1,London,1,5
C202605323,-3.74136,50.79333,01/06/2026,21:14,2,50,-1,4,0,7,1,4,0,1,South West,1,6
C202605324,-0.8671,50.66831,01/06/2026,21:15,6,30,2,0,0,1,1,2,0,1,South East,1,5
C202605325,-3.47812,50.56225,01/06/2026,21:15,6,30,0,4,-1,1,1,3,0,1,South West,1,3
C202605326,-1.13988,53.0459,01/06/2026,21:15,6,30,6,2,0,1,1,1,2,2,East Midlands,2,5
C202605327,-0.76826,50.80275,01/06/2026,21:16,7,40,3,0,5,1,7,1,0,2,South East,1,5
C202605328,-3.24371,50.61338,01/06/2026,21:16,2,50,0,1,5,1,1,1,0,1,South West,1,6
C202605329,-2.44457,53.65405,01/06/2026,21:17,3,70,0,2,0,1,3,1,0,1,North West,1,6
C202605330,-1.87918,53.80404,01/06/2026,21:17,6,40,0,2,0,1,2,1,0,1,Yorkshire,3,8
C202605331,-3.52834,51.06577,01/06/2026,21:17,7,30,3,4,1,1,1,1,0,1,South West,1,4
C202605332,-1.52884,52.98935,01/06/2026,21:18,7,50,3,2,0,5,1,1,0,1,East Midlands,1,5
C202605333,-3.09384,51.01704,01/06/2026,21:18,6,40,3,4,1,1,3,1,0,1,South West,1,6
C202605334,-2.07475,52.62356,01/06/2026,21:18,7,30,2,2,0,1,1,1,0,2,West Midlands,1,6
C202605335,-3.05326,51.57846,01/06/2026,21:19,7,30,6,0,1,4,7,1,0,1,Wales,1,6
C202605336,-1.24239,53.00967,01/06/2026,21:19,9,40,3,-1,5,6,2,1,0,1,East Midlands,2,7
C202605337,-1.25675,52.82761,01/06/2026,21:19,6,60,5,4,0,1,3,2,0,1,East Midlands,1,7
C202605338,-3.59758,51.38472,01/06/2026,21:19,7,30,6,4,0,5,1,1,0,2,Wales,1,9
C202605339,-3.60224,51.12665,01/06/2026,21:19,6,20,3,2,0,1,8,1,0,2,South West,1,5
C202605340,-1.65557,55.15495,01/06/2026,21:20,6,60,0,4,0,4,1,1,0,1,North East,1,5
C202605341,-3.43728,50.91645,01/06/2026,21:21,6,30,0,0,1,1,1,1,0,1,South West,1,5
C202605342,-1.58824,52.22614,01/06/2026,21:21,9,70,0,4,0,5,5,1,0,1,West Midlands,2,8
C202605343,-2.22176,53.44265,01/06/2026,21:21,7,60,1,4,0,1,8,1,0,1,North West,2,8
C202605344,-1.95101,53.42173,01/06/2026,21:21,6,70,3,-1,0,1,1,1,0,2,North West,3,9
C202605345,-2.35736,52.17566,01/06/2026,21:22,6,30,3,4,0,4,1,1,7,1,West Midlands,3,6
C202605346,-0.60735,52.93869,01/06/2026,21:22,7,30,6,0,0,1,1,1,0,2,East Midlands,1,4
C202605347,-2.46887,52.79422,01/06/2026,21:22,2,40,0,1,1,1,1,1,0,1,North West,1,6
C202605348,-3.36954,50.78039,01/06/2026,21:23,6,40,5,-1,-1,1,5,2,0,1,South West,1,5
C202605349,-3.57707,50.35605,01/06/2026,21:23,6,60,0,0,0,1,1,1,0,1,South West,1,5
C202605350,-3.16588,51.52567,01/06/2026,21:23,7,30,0,0,1,1,1,1,0,1,Wales,3,4
C202605351,-3.00665,51.31395,01/06/2026,21:24,6,70,5,1,0,5,2,1,0,2,Wales,1,10
C202605352,-3.05527,51.16466,01/06/2026,21:24,6,30,0,1,0,1,6,1,0,1,Wales,1,3
C202605353,-3.74204,51.00364,01/06/2026,21:25,6,30,3,0,0,1,1,1,0,1,South West,1,4
C202605354,-1.33171,53.18788,01/06/2026,21:25,6,40,6,2,0,5,1,1,0,1,East Midlands,1,5
C202605355,-0.34174,51.12662,01/06/2026,21:25,3,60,5,-1,5,4,2,1,0,1,London,1,8
C202605356,-0.26489,51.55023,01/06/2026,21:25,7,50,5,4,0,1,1,1,0,2,London,1,6
C202605357,-2.89708,53.24601,01/06/2026,21:25,6,30,3,4,0,1,1,9,0,1,North West,1,5
C202605358,-1.76522,53.46059,01/06/2026,21:25,6,30,0,4,0,1,1,1,0,1,Yorkshire,1,3
C202605359,-2.89074,51.30426,01/06/2026,21:26,7,30,0,2,1,1,5,2,0,2,Wales,1,6
C202605360,-1.35296,53.56954,01/06/2026,21:26,7,30,-1,4,0,4,1,1,0,1,Yorkshire,5,7
C202605361,-0.83888,51.46011,01/06/2026,21:27,3,60,2,2,-1,7,1,1,0,1,South East,3,6
C202605362,-3.37056,51.6018,01/06/2026,21:27,6,30,6,4,0,5,1,2,0,1,Wales,1,5
C202605363,-1.11663,50.80244,01/06/2026,21:27,6,70,6,2,5,1,2,1,2,1,South East,1,7
C202605364,-1.63919,54.99037,01/06/2026,21:28,6,60,3,4,0,7,2,2,6,1,North East,1,8
C202605365,-0.60378,51.59775,01/06/2026,21:28,6,30,6,4,0,5,2,1,0,2,London,1,8
C202605366,-1.39488,53.29042,01/06/2026,21:28,3,30,6,4,0,1,1,1,0,1,Yorkshire,1,2
C202605367,-3.16884,51.19683,01/06/2026,21:28,6,30,1,4,-1,1,1,2,0,1,Wales,1,5
C202605368,-3.74323,51.29617,01/06/2026,21:29,6,30,3,-1,0,5,2,1,0,1,South West,1,6
C202605369,-2.26876,52.1667,01/06/2026,21:29,6,60,0,0,0,5,1,1,0,2,West Midlands,1,8
C202605370,-3.73571,50.54088,01/06/2026,21:29,7,60,0,0,0,5,8,1,0,1,South West,2,7
C202605371,-1.35568,54.7262,01/06/2026,21:29,7,50,0,4,0,1,1,-1,0,1,North East,1,3
C202605372,-2.41701,53.51703,01/06/2026,21:29,7,30,3,2,1,1,1,2,0,2,North West,1,8
C202605373,-3.14439,51.618,01/06/2026,21:30,6,30,0,2,0,1,1,9,7,1,Wales,1,4
C202605374,-3.09343,51.14369,01/06/2026,21:30,3,70,3,0,0,1,1,1,0,1,Wales,1,5
C202605375,-1.4754,53.93305,01/06/2026,21:30,3,30,3,-1,0,1,5,4,0,1,Yorkshire,1,6
C202605376,-3.35696,50.58789,01/06/2026,21:30,6,40,6,4,0,7,1,1,0,1,South West,1,6
C202605377,-2.93559,53.46542,01/06/2026,21:30,9,40,3,2,0,5,5,1,0,1,North West,1,5
C202605378,-3.14412,51.6187,01/06/2026,21:31,7,30,0,4,5,5,1,2,0,1,Wales,1,7
C202605379,-3.59045,50.5694,01/06/2026,21:31,6,60,6,4,5,1,2,2,0,2,South West,1,9
C202605380,-2.49305,52.88764,01/06/2026,21:31,6,40,0,0,5,1,6,1,0,2,North West,4,9
C202605381,-0.26081,51.14957,01/06/2026,21:31,3,70,0,-1,5,1,1,1,0,2,London,1,9
C202605382,-2.66156,53.55156,01/06/2026,21:31,6,70,0,0,0,1,2,1,0,1,North West,4,9
C202605383,-3.46919,50.6479,01/06/2026,21:32,6,70,1,0,0,5,1,1,0,2,South West,1,9
C202605384,-1.4278,55.31211,01/06/2026,21:32,6,30,5,0,0,5,2,1,7,2,North East,2,10
C202605385,-0.3179,51.65591,01/06/2026,21:32,6,30,1,2,0,1,1,1,0,1,London,2,3
C202605386,-1.77162,52.83534,01/06/2026,21:32,6,30,5,4,0,1,1,2,0,1,West Midlands,1,5
C202605387,-1.59054,54.07881,01/06/2026,21:32,6,30,5,2,-1,1,1,1,0,1,Yorkshire,1,2
C202605388,-3.39332,51.27962,01/06/2026,21:33,6,60,0,4,0,1,1,1,0,1,Wales,1,5
C202605389,-1.55272,55.04837,01/06/2026,21:33,6,50,0,2,0,1,1,1,0,1,North East,1,6
C202605390,-1.71042,53.66491,01/06/2026,21:33,6,50,0,-1,1,5,1,2,0,2,Yorkshire,3,8
C202605391,-1.86781,55.20187,01/06/2026,21:33,6,30,6,0,0,1,1,1,0,1,North East,2,4
C202605392,-2.76636,51.55831,01/06/2026,21:33,6,30,0,0,5,1,1,2,2,2,Wales,1,5
C202605393,-2.49781,53.23555,01/06/2026,21:33,6,50,0,1,0,1,2,1,0,2,North West,1,6
C202605394,-0.3635,51.44864,01/06/2026,21:33,6,30,6,4,0,1,1,1,2,1,London,1,4
C202605395,-2.38903,53.72916,01/06/2026,21:33,6,40,6,2,0,6,1,2,0,1,North West,1,6
C202605396,-3.45299,50.12348,01/06/2026,21:34,6,40,0,0,0,1,2,1,0,1,South West,1,6
C202605397,-1.79126,52.66706,01/06/2026,21:34,6,60,0,0,0,5,1,1,0,1,West Midlands,1,7
C202605398,-2.55695,53.76085,01/06/2026,21:34,7,60,5,0,0,1,1,1,0,2,North West,2,7
C202605399,-0.42654,51.45215,01/06/2026,21:34,6,30,0,0,0,4,1,1,0,1,London,1,4
C202605400,-1.90589,54.23336,01/06/2026,21:34,3,60,3,0,0,4,1,2,0,2,Yorkshire,5,10
C202605401,-3.18046,51.52236,01/06/2026,21:34,6,30,3,-1,-1,1,1,-1,0,1,Wales,1,8
C202605402,-1.90252,53.64249,01/06/2026,21:34,6,70,3,2,0,5,1,1,1,2,Yorkshire,1,8
C202605403,-0.86321,51.6205,01/06/2026,21:35,3,50,0,2,-1,1,1,2,0,1,South East,1,7
C202605404,-2.33625,52.88065,01/06/2026,21:35,7,30,3,4,-1,4,1,1,1,2,West Midlands,2,9
C202605405,-0.25184,51.64659,01/06/2026,21:36,6,60,3,4,0,1,6,1,0,2,London,1,5
C202605406,-3.16414,51.63268,01/06/2026,21:36,7,60,3,-1,0,1,1,2,0,2,Wales,1,6
C202605407,-1.96453,52.32543,01/06/2026,21:36,6,30,3,2,0,1,1,1,0,1,West Midlands,1,3
C202605408,-3.05839,51.30808,01/06/2026,21:36,6,30,3,0,0,1,1,1,0,1,Wales,1,6
C202605409,-0.73227,50.93819,01/06/2026,21:36,7,30,3,4,0,1,2,1,0,1,South East,1,2
C202605410,-0.00245,51.87535,01/06/2026,21:36,6,30,2,0,5,1,2,2,0,2,London,1,5
C202605411,-1.07109,52.83273,01/06/2026,21:37,2,40,6,0,0,1,5,1,0,1,East Midlands,1,5
C202605412,-3.37648,51.21687,01/06/2026,21:38,2,70,0,0,0,1,1,2,0,2,South West,4,8
C202605413,-1.65189,53.86834,01/06/2026,21:38,6,70,3,4,0,1,1,2,0,2,Yorkshire,1,8
C202605414,-3.3407,51.35735,01/06/2026,21:38,1,50,0,4,0,5,2,2,0,2,South West,1,9
C202605415,-1.14779,53.35355,01/06/2026,21:38,2,50,0,4,0,4,1,2,0,1,East Midlands,1,7
C202605416,-3.12288,51.40547,01/06/2026,21:38,6,50,5,-1,5,6,1,1,0,1,Wales,1,7
C202605417,-3.52751,50.63383,01/06/2026,21:39,6,30,3,-1,0,1,1,1,0,1,South West,1,3
C202605418,-2.68273,53.46443,01/06/2026,21:39,9,30,0,0,0,1,1,1,0,1,North West,1,1
C202605419,-1.77824,52.53042,01/06/2026,21:39,2,30,0,0,0,1,1,1,0,1,West Midlands,1,4
C202605420,-3.91927,50.75951,01/06/2026,21:39,7,30,6,2,0,1,2,1,0,2,South West,1,4
C202605421,-1.02042,51.46189,01/06/2026,21:39,6,60,0,4,0,5,7,9,0,1,South East,1,7
C202605422,-3.01601,53.50691,01/06/2026,21:40,6,70,0,0,5,1,1,1,0,2,North West,2,8
C202605423,-0.99264,52.70723,01/06/2026,21:40,6,60,0,0,1,7,1,1,0,2,East Midlands,1,9
C202605424,-2.00682,52.40331,01/06/2026,21:40,6,70,2,2,0,1,3,2,0,2,West Midlands,1,10
C202605425,-3.07016,51.03219,01/06/2026,21:40,6,60,3,0,5,1,1,1,0,2,Wales,1,8
C202605426,0.32311,51.63148,01/06/2026,21:41,6,40,1,1,5,1,3,-1,0,1,London,4,5
C202605427,-3.35207,50.18182,01/06/2026,21:41,6,30,6,4,0,6,7,1,6,1,South West,5,10
C202605428,-2.43341,52.61682,01/06/2026,21:41,6,20,6,4,0,4,1,1,0,1,West Midlands,1,4
C202605429,-1.8115,53.85848,01/06/2026,21:41,2,60,0,2,0,4,1,2,0,1,Yorkshire,2,9
C202605430,-3.27437,50.84819,01/06/2026,21:42,2,30,3,4,5,1,1,2,0,2,South West,1,5
C202605431,-3.19862,51.16613,01/06/2026,21:42,6,40,-1,2,-1,5,1,1,0,2,Wales,2,8
C202605432,0.12661,51.13525,01/06/2026,21:42,6,20,0,0,5,1,1,1,0,2,London,1,5
C202605433,-2.7007,52.04967,01/06/2026,21:42,7,30,1,-1,5,1,1,1,0,1,Wales,1,3
C202605434,-0.93953,50.79387,01/06/2026,21:42,1,40,5,-1,0,1,5,2,0,1,South East,1,6
C202605435,0.46134,51.25888,01/06/2026,21:43,6,30,0,1,5,5,2,1,0,1,London,1,6
C202605436,-2.63034,53.50176,01/06/2026,21:43,2,50,3,-1,0,1,1,2,7,1,North West,1,4
C202605437,-0.14167,51.63545,01/06/2026,21:43,6,40,3,0,1,1,1,2,0,2,London,1,7
C202605438,-2.39579,53.7154,01/06/2026,21:44,6,30,3,0,-1,1,3,1,2,1,North West,1,7
C202605439,0.15008,51.46963,01/06/2026,21:44,2,30,-1,4,0,1,1,1,0,1,South East,1,8
C202605440,-1.60276,55.11482,01/06/2026,21:44,6,30,0,4,1,1,1,2,0,1,North East,1,4
C202605441,-2.16674,53.71089,01/06/2026,21:45,6,40,5,4,5,5,2,1,0,1,North West,1,6
C202605442,-2.33445,53.32438,01/06/2026,21:45,3,60,-1,4,5,1,1,1,0,2,North West,2,8
C202605443,-1.86071,52.9461,01/06/2026,21:45,6,50,0,2,0,5,1,2,0,2,West Midlands,1,8
C202605444,-2.47501,53.66062,01/06/2026,21:45,7,30,0,1,5,6,1,1,0,2,North West,1,5
C202605445,-1.75958,53.9029,01/06/2026,21:45,2,30,1,0,0,5,1,1,0,2,Yorkshire,2,5
C202605446,-1.61877,53.78493,01/06/2026,21:45,2,30,3,2,0,1,1,2,0,2,Yorkshire,1,6
C202605447,-0.46122,51.40678,01/06/2026,21:45,7,20,3,2,5,5,1,4,1,1,London,1,4
C202605448,-1.33848,53.72973,01/06/2026,21:46,1,30,5,0,0,1,1,2,0,1,Yorkshire,2,3
C202605449,-2.16354,52.55155,01/06/2026,21:46,6,30,0,2,1,1,1,1,0,1,West Midlands,1,3
C202605450,-3.53777,51.03518,01/06/2026,21:46,3,30,6,4,0,1,2,1,0,1,South West,1,4
C202605451,-1.94073,54.32985,01/06/2026,21:46,6,40,3,0,0,1,2,1,0,1,Yorkshire,1,7
C202605452,-2.11902,52.45116,01/06/2026,21:46,6,60,5,4,0,5,1,1,0,1,West Midlands,2,8
C202605453,-3.01863,53.59024,01/06/2026,21:47,6,20,2,1,0,1,1,1,0,1,North West,1,3
C202605454,-2.60493,53.48271,01/06/2026,21:48,3,60,5,-1,0,5,1,2,0,1,North West,1,8
C202605455,-1.349,53.29731,01/06/2026,21:48,6,40,1,0,0,5,1,1,0,2,East Midlands,4,10
C202605456,-1.19687,53.18042,01/06/2026,21:48,7,70,6,1,0,5,2,1,0,1,East Midlands,1,10
C202605457,-0.44661,51.05985,01/06/2026,21:48,7,70,2,4,0,1,1,-1,0,2,South East,1,7
C202605458,-1.20645,53.48536,01/06/2026,21:49,6,60,0,0,0,1,1,2,0,1,Yorkshire,2,5
C202605459,-1.57018,53.04908,01/06/2026,21:50,6,50,0,2,0,5,1,3,0,2,East Midlands,5,10
C202605460,-3.9033,50.96182,01/06/2026,21:50,6,30,0,0,0,7,1,1,0,1,South West,1,4
C202605461,-0.60276,51.19642,01/06/2026,21:51,6,40,6,0,0,1,1,1,0,2,South East,1,6
C202605462,-1.47916,53.52517,01/06/2026,21:51,3,40,2,1,0,1,1,3,0,2,Yorkshire,1,6
C202605463,-0.62994,51.4724,01/06/2026,21:51,2,30,0,-1,1,1,1,2,0,1,South East,1,4
C202605464,-1.00169,53.10172,01/06/2026,21:51,7,30,6,0,1,1,1,1,0,1,East Midlands,3,7
C202605465,-1.27235,53.70282,01/06/2026,21:52,6,60,0,4,-1,1,1,2,0,1,Yorkshire,1,6
C202605466,-1.04386,52.60751,01/06/2026,21:52,6,40,0,4,0,1,2,2,0,2,East Midlands,1,5
C202605467,-0.01231,52.06585,01/06/2026,21:52,6,50,6,2,0,5,1,1,0,2,London,1,7
C202605468,-2.60442,53.74599,01/06/2026,21:52,6,30,3,4,0,1,5,1,0,2,North West,2,6
C202605469,-1.81241,53.98987,01/06/2026,21:52,6,30,5,0,0,5,1,1,6,1,Yorkshire,3,6
C202605470,-1.55842,54.91845,01/06/2026,21:53,6,50,0,0,1,1,2,1,0,2,North East,1,6
C202605471,-0.60116,51.03756,01/06/2026,21:53,1,30,3,0,0,5,8,2,0,2,South East,1,7
C202605472,-1.84443,53.65732,01/06/2026,21:54,7,30,0,4,0,1,1,4,0,1,Yorkshire,1,3
C202605473,-0.28463,51.67739,01/06/2026,21:54,6,30,0,2,0,1,1,1,0,1,South East,1,3
C202605474,-2.91878,51.19489,01/06/2026,21:54,3,50,1,-1,0,1,1,1,7,2,Wales,1,7
C202605475,-0.5783,51.23095,01/06/2026,21:54,6,30,5,0,0,1,1,4,0,1,London,1,4
C202605476,-0.669,51.17574,01/06/2026,21:54,3,30,6,0,0,1,7,1,0,1,South East,3,7
C202605477,-3.63346,51.36778,01/06/2026,21:55,6,30,0,4,0,1,2,1,0,1,South West,1,5
C202605478,-0.35133,50.75002,01/06/2026,21:55,3,30,0,0,0,5,1,1,0,1,South East,2,5
C202605479,-1.63548,52.67845,01/06/2026,21:55,7,70,5,2,0,1,1,1,0,1,West Midlands,1,7
C202605480,0.11906,51.14578,01/06/2026,21:55,3,70,6,-1,1,1,1,1,0,1,London,1,6
C202605481,-1.09299,52.98154,01/06/2026,21:55,6,40,1,1,0,1,2,1,0,1,East Midlands,1,3
C202605482,-0.97342,53.05831,01/06/2026,21:56,6,30,5,2,5,5,1,1,0,1,East Midlands,1,5
C202605483,-1.2889,53.82622,01/06/2026,21:56,6,30,5,2,0,5,2,1,7,2,Yorkshire,2,10
C202605484,-1.88471,53.66439,01/06/2026,21:56,7,50,6,4,0,4,1,2,0,2,Yorkshire,1,10
C202605485,-2.56696,53.2339,01/06/2026,21:56,7,60,5,2,-1,6,1,1,0,1,North West,3,8
C202605486,-3.20292,51.1304,01/06/2026,21:56,6,70,1,4,0,1,1,1,0,2,Wales,3,8
C202605487,-1.13517,53.02672,01/06/2026,21:56,6,50,0,4,0,4,1,1,0,2,East Midlands,1,6
C202605488,-1.66167,52.62444,01/06/2026,21:56,6,70,5,4,0,1,1,1,6,1,West Midlands,1,6
C202605489,-1.26086,52.64038,01/06/2026,21:57,6,30,0,0,0,1,1,1,0,1,East Midlands,1,2
C202605490,-1.07742,51.4418,01/06/2026,21:57,6,50,0,2,0,1,1,2,0,2,South East,1,7
C202605491,-1.06606,51.48649,01/06/2026,21:57,6,30,0,4,5,5,1,2,0,1,South East,1,5
C202605492,-1.42261,54.8207,01/06/2026,21:58,7,70,0,4,0,5,1,1,0,2,North East,2,10
C202605493,-1.92125,55.02997,01/06/2026,21:58,7,40,-1,0,0,7,1,1,0,1,North East,1,4
C202605494,-0.25541,51.66538,01/06/2026,21:58,7,70,6,2,0,5,2,1,0,1,London,1,6
C202605495,-1.78587,52.35248,01/06/2026,21:58,6,60,6,1,0,1,1,3,0,2,West Midlands,1,9
C202605496,-2.82079,53.8953,01/06/2026,21:58,6,40,0,4,0,1,1,1,0,2,North West,1,4
C202605497,-3.08271,53.11226,01/06/2026,21:59,6,30,0,4,0,1,3,3,0,2,North West,4,8
C202605498,-3.56014,50.38374,01/06/2026,21:59,6,60,3,0,0,1,1,1,0,1,South West,1,4
C202605499,-0.0888,51.90201,01/06/2026,21:59,6,30,3,4,1,1,1,2,0,1,London,2,6
C202605500,-1.08672,51.03949,01/06/2026,21:59,2,30,-1,4,0,4,1,2,0,2,South East,4,10
C202605501,-1.41599,54.00024,01/06/2026,22:00,7,60,3,2,0,1,1,1,0,2,Yorkshire,1,5
C202605502,-2.19789,52.23718,01/06/2026,22:00,6,30,3,0,5,1,1,1,0,1,West Midlands,1,4
C202605503,-3.64345,51.42504,01/06/2026,22:01,1,50,6,0,0,5,1,1,0,1,Wales,1,7
C202605504,-0.587,51.24916,01/06/2026,22:01,9,60,-1,4,0,5,1,1,0,2,South East,2,9
C202605505,-1.56217,55.0186,01/06/2026,22:01,6,30,5,2,-1,1,1,1,0,1,North East,1,3
C202605506,-1.87114,53.10426,01/06/2026,22:01,7,60,0,2,0,1,2,1,0,1,West Midlands,1,6
C202605507,-0.50858,51.3308,01/06/2026,22:01,6,50,6,0,5,6,1,2,0,1,London,1,6
C202605508,-3.11526,53.205,01/06/2026,22:01,7,30,0,0,0,6,1,2,0,1,North West,1,6
C202605509,-1.22466,53.07209,01/06/2026,22:01,6,30,-1,4,5,5,1,1,0,2,East Midlands,1,5
C202605510,-2.05186,52.57082,01/06/2026,22:01,6,40,6,4,1,1,1,1,0,2,West Midlands,1,7
C202605511,-3.7599,50.87932,01/06/2026,22:03,6,50,5,2,0,5,5,2,0,1,South West,1,6
C202605512,-0.77348,51.20487,01/06/2026,22:03,6,20,0,0,1,1,8,3,0,2,South East,1,4
C202605513,-0.96809,53.34267,01/06/2026,22:03,6,70,5,1,0,5,8,2,0,1,East Midlands,2,7
C202605514,-3.46129,52.05997,01/06/2026,22:03,6,20,3,0,0,1,1,1,0,1,Wales,1,4
C202605515,-0.13115,51.56299,01/06/2026,22:04,2,30,0,0,5,1,1,1,6,1,London,5,7
C202605516,-1.60911,53.80344,01/06/2026,22:04,6,40,0,0,0,1,2,9,0,1,Yorkshire,3,4
C202605517,-2.99701,51.18367,01/06/2026,22:04,6,30,3,0,5,1,1,1,0,1,South West,3,7
C202605518,-3.66121,51.11007,01/06/2026,22:05,6,30,5,-1,0,7,1,2,0,2,South West,1,5
C202605519,-2.15709,52.37196,01/06/2026,22:05,6,30,6,4,5,5,1,4,0,2,West Midlands,1,9
C202605520,-0.10914,51.75614,01/06/2026,22:05,6,30,0,4,0,5,1,2,0,1,London,2,9
C202605521,-0.87294,53.9972,01/06/2026,22:05,6,60,0,4,0,5,1,1,0,2,Yorkshire,2,9
C202605522,-1.41814,53.49141,01/06/2026,22:05,7,50,6,4,5,5,1,2,0,1,East Midlands,1,8
C202605523,-1.75758,53.73738,01/06/2026,22:06,6,30,5,2,0,1,2,2,0,1,Yorkshire,1,6
C202605524,-3.57974,50.64362,01/06/2026,22:06,6,40,1,4,-1,1,1,1,0,1,South West,1,4
C202605525,-2.89419,53.12138,01/06/2026,22:06,6,60,3,0,0,1,1,1,0,1,North West,2,4
C202605526,-0.56457,50.92508,01/06/2026,22:07,6,60,5,0,0,1,1,1,0,1,South East,3,9
C202605527,-0.37238,51.59765,01/06/2026,22:07,6,30,6,2,0,1,1,1,0,2,London,1,7
C202605528,-3.49642,50.65238,01/06/2026,22:07,6,40,0,0,0,1,1,3,0,1,South West,2,7
C202605529,-1.96,52.72063,01/06/2026,22:07,2,30,0,4,-1,5,5,1,6,1,West Midlands,5,8
C202605530,-1.66718,52.73878,01/06/2026,22:07,7,70,0,0,0,1,1,2,0,1,West Midlands,1,5
C202605531,-2.8634,51.5117,01/06/2026,22:07,7,40,0,4,5,1,1,1,0,1,Wales,1,6
C202605532,-3.44023,50.68129,01/06/2026,22:08,7,30,3,1,0,5,6,1,0,2,South West,1,6
C202605533,-3.73013,51.06331,01/06/2026,22:08,6,30,3,1,0,1,6,1,0,1,South West,1,6
C202605534,-1.55645,55.13907,01/06/2026,22:08,3,30,5,-1,0,5,1,2,0,1,North East,2,6
C202605535,-0.25077,50.97753,01/06/2026,22:08,7,30,3,-1,0,6,1,3,0,2,London,1,6
C202605536,-1.49355,54.17091,01/06/2026,22:08,3,30,0,0,0,1,1,2,0,1,Yorkshire,1,5
C202605537,-3.63042,50.5789,01/06/2026,22:08,2,40,6,4,5,7,1,1,0,1,South West,1,5
C202605538,-3.55593,51.06726,01/06/2026,22:08,7,60,6,-1,0,5,1,2,0,2,South West,1,6
C202605539,-1.2887,52.74765,01/06/2026,22:08,6,60,3,4,0,1,1,-1,0,1,East Midlands,1,6
C202605540,-3.48576,50.76232,01/06/2026,22:08,6,30,5,0,0,5,2,-1,0,1,South West,1,10
C202605541,-2.67916,51.26581,01/06/2026,22:08,2,20,0,0,0,1,1,1,0,2,Wales,1,3
C202605542,-0.34963,50.9428,01/06/2026,22:08,6,40,0,4,0,5,1,1,0,1,South East,1,3
C202605543,-3.23534,51.29086,01/06/2026,22:09,6,30,0,4,0,1,1,2,6,2,Wales,1,4
C202605544,-1.82632,52.48337,01/06/2026,22:09,6,70,-1,4,0,1,1,1,0,2,West Midlands,1,6
C202605545,-0.53452,51.75458,01/06/2026,22:09,6,30,5,0,0,5,5,1,0,1,London,1,7
C202605546,-3.34048,50.98333,01/06/2026,22:09,3,60,6,-1,5,5,1,2,1,1,South West,1,6
C202605547,-2.35566,53.62383,01/06/2026,22:10,1,50,3,4,0,1,2,1,0,2,North West,2,6
C202605548,-3.56208,51.16544,01/06/2026,22:10,6,70,0,0,0,1,1,2,0,1,Wales,1,7
C202605549,-1.46621,52.69688,01/06/2026,22:10,9,40,6,0,0,5,5,1,0,2,East Midlands,1,7
C202605550,-3.87915,50.74905,01/06/2026,22:11,7,60,3,0,0,1,1,1,0,2,South West,3,10
C202605551,-1.64848,55.24664,01/06/2026,22:11,6,60,0,0,5,1,5,1,0,1,North East,1,6
C202605552,-1.37618,53.02127,01/06/2026,22:11,6,30,0,1,1,5,1,1,0,2,East Midlands,1,7
C202605553,-3.03063,51.43725,01/06/2026,22:11,3,60,3,2,0,1,1,1,0,2,Wales,2,7
C202605554,-0.03622,51.28864,01/06/2026,22:12,6,30,1,-1,0,1,6,1,0,1,London,1,4
C202605555,-1.96849,55.16017,01/06/2026,22:12,6,40,5,0,1,1,1,3,0,1,North East,2,6
C202605556,-2.13487,51.85201,01/06/2026,22:12,2,30,3,4,0,5,1,2,0,1,West Midlands,1,8
C202605557,-1.98825,52.27019,01/06/2026,22:12,6,30,-1,0,0,1,2,1,0,2,West Midlands,1,6
C202605558,-0.82931,51.2065,01/06/2026,22:12,3,30,1,0,0,6,-1,1,0,1,South East,3,7
C202605559,0.09505,51.74269,01/06/2026,22:12,6,30,0,2,5,1,1,1,0,2,London,1,8
C202605560,-1.46479,54.91676,01/06/2026,22:13,6,30,2,0,0,1,1,1,0,2,North East,1,5
C202605561,-2.73868,51.26266,01/06/2026,22:13,6,50,0,2,1,5,1,2,0,2,Wales,1,9
C202605562,-3.14718,52.94671,01/06/2026,22:13,2,40,1,-1,0,1,1,1,0,1,North West,1,5
C202605563,-2.50694,51.40924,01/06/2026,22:13,2,60,0,4,0,1,1,1,0,2,Wales,1,5
C202605564,-0.98663,52.84209,01/06/2026,22:13,6,30,3,4,0,1,1,2,0,2,East Midlands,1,6
C202605565,-2.65179,53.82844,01/06/2026,22:13,7,70,0,1,5,1,1,1,0,1,North West,1,5
C202605566,-0.37236,51.37096,01/06/2026,22:13,3,40,6,2,0,1,1,1,0,2,London,1,6
C202605567,-1.36071,53.72496,01/06/2026,22:13,6,60,0,0,0,5,1,1,0,1,Yorkshire,1,5
C202605568,-1.24317,55.05628,01/06/2026,22:14,6,30,1,-1,1,1,1,1,0,2,North East,5,9
C202605569,-3.34408,50.80943,01/06/2026,22:14,6,60,3,4,5,7,2,1,0,2,South West,1,7
C202605570,-0.48604,51.53357,01/06/2026,22:14,6,30,5,2,0,1,1,1,0,2,South East,1,3
C202605571,-1.14044,52.96931,01/06/2026,22:14,1,30,1,2,0,1,1,1,0,2,East Midlands,2,5
C202605572,-1.24412,52.91878,01/06/2026,22:14,2,40,6,2,-1,1,7,1,0,1,East Midlands,1,6
